STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130129 22:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130129 23:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130130 02:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130130 03:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130130 09:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130201 01:00,0
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130207 08:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130207 11:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130207 13:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130207 14:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130207 15:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130207 18:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130210 05:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130210 07:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130210 10:00,20
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130210 11:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130210 13:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130218 19:00,30
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130218 20:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130221 21:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130222 02:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130226 09:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130226 10:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130226 11:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130226 13:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130227 09:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130301 01:00,0
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130301 05:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130305 08:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130305 10:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130309 09:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130309 11:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130309 13:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130310 04:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130310 05:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130310 12:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130310 13:00,20
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130310 16:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130310 19:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130310 21:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130311 00:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130318 10:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130324 04:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130324 13:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130324 15:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130324 20:00,10
